,username,tweet_content,datetime,hashtag,source,user_verified,url,sentence_length,hour,date,month,year
403,Alifiism,Alif h What a performance by  Congratulations ,2024-11-03 07:39:19,#Kiwis,Twitter Web,False,https://twitter.com/@Alifiism/status/None,46,0.0,2024-11-03,11,2024
404,OrganicLiveFood,Organic Live Food Aug Eat Kiwis one hour before bed  are loaded in antioxidants serotonin Eating  fruit hour before bedtime is linked to improvement of both sleep duration and quality Kiwi improves sleep From organiclivefoodcom K,2024-08-09 00:45:00,#Kiwis,Twitter Web,False,https://twitter.com/@OrganicLiveFood/status/None,229,6.0,2024-08-09,8,2024
405,mahendra_nr,DrMahendra Kumar h rd Test Day India suffer firstever series whitewash against New Zealand      ,2024-11-03 07:44:21,#Kiwis,Twitter Web,False,https://twitter.com/@mahendra_nr/status/None,96,21.0,2024-11-03,11,2024
406,cricbuzz,Cricbuzz Oct  aim to clinch their first  title in years  have a shot at glory after upset  or  who will script history Watch s preview right here  K,2024-10-20 01:30:00,#Kiwis,Twitter Web,False,https://twitter.com/@cricbuzz/status/None,148,4.0,2024-10-20,10,2024
407,NutrioSci,Nutrition Science Jul Health benefits of kiwis     K,2024-07-24 05:27:13,#Kiwis,Twitter Web,False,https://twitter.com/@NutrioSci/status/None,52,6.0,2024-07-24,7,2024
408,opinion_tt,TTOpinion Oct Mukul Kesavan argues that Indians continue to view the Kiwis as crickets minnows        Goliath humbled From telegraphindiacom,2024-10-29 05:00:30,#Kiwis,Twitter Web,False,https://twitter.com/@opinion_tt/status/None,140,7.0,2024-10-29,10,2024
409,martindevlinnz,Martin Devlin Oct Today in the Kangaroos thrashed our Kiwis in the RLWC final Eden Park We got the dropsies real bad The King played with a broken arm Utter disaster The trauma debacle of that loss affected our team for a decade or more afterwards   K,2024-10-08 22:37:22,#Kiwis,Twitter Web,False,https://twitter.com/@martindevlinnz/status/None,251,7.0,2024-10-08,10,2024
410,Usama_Tariq04,Usama Tariq Jul Pakistans tour of New Zealand has been announced scheduled from March to April just after champions trophy  ,2024-07-17 09:24:12,#Kiwis,Twitter Web,False,https://twitter.com/@Usama_Tariq04/status/None,124,0.0,2024-07-17,7,2024
411,babunaraen,babunaraen h  couldnt chase with batters in team that too at home Lmao  banged the so called best team at home Welcome to  era   ,2024-11-03 07:49:04,#Kiwis,Twitter Web,False,https://twitter.com/@babunaraen/status/None,129,7.0,2024-11-03,11,2024
412,Shahruk24280502,Shahrukh Awan h What a brilliant performance from  in  I thought India will win this test easily Not a good start to  coaching ,2024-11-03 07:39:28,#Kiwis,Twitter Web,False,https://twitter.com/@Shahruk24280502/status/None,127,1.0,2024-11-03,11,2024
413,Jatayu3957,Jatayu h Incredible from the  They are all smiles as they become the first team to inflict a whitewash on  in India  ,2024-11-03 07:47:41,#Kiwis,Twitter Web,False,https://twitter.com/@Jatayu3957/status/None,117,5.0,2024-11-03,11,2024
414,OrganicLiveFood,Organic Live Food Sep Eat  one hour before bed Kiwi is loaded with innumerable  benefits It helps with  manage blood pressure provides protection from DNA damage boosts immunity supports weight loss improves digestive health helps clear toxin kiwi From organiclivefoodcom K,2024-09-17 23:45:00,#Kiwis,Twitter Web,False,https://twitter.com/@OrganicLiveFood/status/None,273,5.0,2024-09-17,9,2024
415,SmokScr33n,AL Lujon Mar   I Y K Y K This is Onr for all the  out there in X  Show more,2024-03-30 05:57:02,#Kiwis,Twitter Web,False,https://twitter.com/@SmokScr33n/status/None,75,22.0,2024-03-30,3,2024
416,SmokScr33n,AL Lujon Aug   So you ask me What do you  get up to In  Quote Massimo Aug Nigel Richards the man from New Zealand who memorized every French word in the French scrabble dictionary and won the French Scrabble Championship without speaking any French,2024-08-06 12:58:59,#Kiwis,Twitter Web,False,https://twitter.com/@SmokScr33n/status/None,248,9.0,2024-08-06,8,2024
417,Popping2020,Great Cantonese Female PoppingCandy Aug Proud of you guys Aetaroa just a smile count with M people but Kiwis made a grade team for the Country I am proud of my counter By the country we are the most medals per person however these false names we do not careThanks to all the athletes for their effortsFighting light for New Zealand Show more,2024-08-12 10:40:03,#Kiwis,Twitter Web,False,https://twitter.com/@Popping2020/status/None,341,7.0,2024-08-12,8,2024
418,nomanaziz83,Abdul Aziz Noman Nov It sounds like  is in a dominant position in the match with a score of in overs Such a strong performance in the first innings can indeed create a challenging scenario for the  making it difficult for them to catch up in the second innings ,2023-11-15 10:16:16,#Kiwis,Twitter Web,False,https://twitter.com/@nomanaziz83/status/None,261,7.0,2023-11-15,11,2023
419,ThailandMedicaX,Thailand Medical News Sep Impact of a high linoleic acid diet on pregnancy outcomes and offspring health                     thailandmedicalnews Impact of a high linoleic acid diet on pregnancy outcomes and offspring health Thailand Medical,2024-09-08 04:42:01,#Kiwis,Twitter Web,False,https://twitter.com/@ThailandMedicaX/status/None,240,7.0,2024-09-08,9,2024
420,Lalogogue,LaloGo h is just STUPID     ,2024-11-03 15:46:24,#Lance Stroll,Twitter Web,False,https://twitter.com/@Lalogogue/status/None,28,23.0,2024-11-03,11,2024
421,JamesBallerSC,James h Lance Stroll is an embarrassment to motor racing in any form including children racing carts Man needs his license revoked,2024-11-03 15:32:49,#Lance Stroll,Twitter Web,False,https://twitter.com/@JamesBallerSC/status/None,130,5.0,2024-11-03,11,2024
422,DrifterP1,DrifterPL Nov Disgusting       K,2024-11-02 14:59:24,#Lando,Twitter Web,False,https://twitter.com/@DrifterP1/status/None,32,12.0,2024-11-02,11,2024
423,SAlwadaei,Sayed Ahmed AlWadaei Nov The power of protest solidarity   K,2024-11-02 13:17:14,#London,Twitter Web,False,https://twitter.com/@SAlwadaei/status/None,60,10.0,2024-11-02,11,2024
424,sanjayrathiamb,Sanjay Rathii h ग  एव परयवरण सरकषण क परतक परव गवरधन  क आप अभ क    शर कषण आप सभ पर सदव अपन कप बनय रख   ,2024-11-02 02:39:54,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@sanjayrathiamb/status/None,102,10.0,2024-11-02,11,2024
425,SurajBrajesh,Brajesh Yadav Nov Shri Krishna was the first socialist god of earth Who broke the pride of feudal Indra ,2024-11-01 06:17:05,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@SurajBrajesh/status/None,104,4.0,2024-11-01,11,2024
426,jangidanilisk,Krishna devotee ank h Ever sad mind Ever cheerful mind Sometimes uncertainty Ever certainty Ever happiness Ever sorrow Ever fear Ever fearless Ever confusion Never quiet mind Minds defeat Win won by mind Who controlled the mind He assumed God Apply the mind in devotional karma Find over all confusion Green Show more,2024-11-02 02:54:41,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@jangidanilisk/status/None,317,15.0,2024-11-02,11,2024
427,DeepakSAmethi,Deepak Soni अमठ Mar  क गद जह  खद सकन पन क लय स जत ह   ,2023-03-01 15:45:54,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@DeepakSAmethi/status/None,54,15.0,2023-03-01,3,2023
428,Mahesh70710891,Mahesh mehta Jul Strength  body  is in mind  is The soul is  Shri Krishna has said in  that Arjun The one who does  Provide power,2023-07-18 02:51:14,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Mahesh70710891/status/None,129,14.0,2023-07-18,7,2023
429,KavitaM40926111,Kavita Mishra h कषण जनक नम ह गकल जनक धम ह ऐस शर कषण क हम सब क परणम ह  ,2024-11-02 03:39:02,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@KavitaM40926111/status/None,70,13.0,2024-11-02,11,2024
430,vishal_shrotriy,Shri Krishna,2024-10-03 04:13:02,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@vishal_shrotriy/status/None,12,2.0,2024-10-03,10,2024
431,KrishnaGlory,कई कस भ वयकत ह शदध य अशदध अवसथ म ह य कस भ सथन पर य कस भ समय य कस भ सथत म बन कस नयम भगवन क नम क सकरतन और नरतर उनक समरण करक लकषय परपत कर सकत ह,2024-09-25 05:12:03,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@KrishnaGlory/status/None,140,6.0,2024-09-25,9,2024
432,_SanatanDharma,Sanatan Dharma Oct सवर कषण गवद मरर ज परहलद जस वशवस ह भलन जस आस ह दरपद जस पकर ह मर जस परतकष ह त कषण ज क आन ह पडत ह सनह वदनजय गवद जय Show more K,2024-10-27 01:19:19,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@_SanatanDharma/status/None,142,2.0,2024-10-27,10,2024
433,Sarvagy_,सरवजञ Ψ Oct शर कषण कहत ह क इचछओ क तयग ह सचच मकत क मरग ह मनषय क सबस बड शकत उसक आसथ और धरय म नहत ह अपन करम पर धयन द फल क चत मत कर सपरभत K,2024-10-22 02:58:33,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Sarvagy_/status/None,135,15.0,2024-10-22,10,2024
434,eternalroute,करवजञ Sep नल मघ शयम सदर कषण नतय नरमलनद बध लकषण कषणम वश नद वनद सदर कषण परमहस कल शसत चरत कषणम  K,2024-09-24 03:23:09,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@eternalroute/status/None,94,2.0,2024-09-24,9,2024
435,Amish8211,Ꭿℳℑ𝔖ℋ Dec T शर कषण कहत ह क मनषय क अपन मन क बर बर समझन चहए क ईशवर क सव उसक कई नह ह   K,2023-12-21 18:46:01,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Amish8211/status/None,85,3.0,2023-12-21,12,2023
436,Sarvagy_,Good morning,2024-06-07 00:45:56,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Sarvagy_/status/None,12,4.0,2024-06-07,6,2024
437,jeevan_S_rajput,Jeevan Rajput JS h जय शर कषण शर कषण क परम भकत एक अदवतय अनभव ह ज भकत क परम समरपण और भकत स भर दत ह उनक ललए और उपदश जवन म सचच परम और करण क मरग दखत ह कषण क भकत म भकत रस भकत यग और आतम क शदध क महतवपरण सथन ह,2024-11-01 12:01:00,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@jeevan_S_rajput/status/None,200,5.0,2024-11-01,11,2024
438,Mohan13520563,Mohan Oct  As Shri Krishna ji had vowed that I would not even take up arms to kill anyone in the war of Mahabharata Kaal Brahma entered the Shri and killed many soldiers by lifting the chariot wheel ,2024-10-27 08:44:03,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Mohan13520563/status/None,199,1.0,2024-10-27,10,2024
439,KhadkaDas,Vikash khadka das Oct  As Shri Krishna ji had vowed that I would not even take up arms to kill anyone in the war of Mahabharata Kaal Brahma entered the Shri and killed many soldiers by lifting the chariot wheel ,2024-10-27 08:58:58,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@KhadkaDas/status/None,211,2.0,2024-10-27,10,2024
440,_SanatanDharma,Sanatan Dharma Sep Sanvare Krishna Murari ji The mind is a desire To meet in darshan But ever In addition to devotion not to try Thought when God believes you So you will worship with your mind without seeing it Sneh Vandan Jai Govinda Jai Shri Krishna K,2024-09-26 00:13:19,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@_SanatanDharma/status/None,254,3.0,2024-09-26,9,2024
441,BeenaArya20,Beena Arya h Replying to शर कषण गवद हर मरर ह नथ नरयण वसदवय जय शर कषण,2024-11-02 04:19:54,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@BeenaArya20/status/None,68,18.0,2024-11-02,11,2024
442,ռɖʊ $#®π\࿐,ℋռɖʊ  Oct जब तमहर अपन तमस बगन जस बरतव करन लगत ह त वरगय खद ह जग जत ह कशश नह करन पडत य भ परभ क असम अनकमप ह हत ह जब व हम अपन लत ह त ससर क कडव घट पलकर अपन असल परम रस क सवद चखत ह जय शर कषण,2024-10-27 00:24:30,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/ռɖʊ $#@®π\࿐/status/None,183,0.0,2024-10-27,10,2024
443,HINDU_M_,ʜɪɴᴅᴜ м h My lord Kanhaiya whose name is Gokul Jinka Hai Dham We all salute such Lord Shri Krishna ji Govardhan Pujan,2024-11-02 05:29:56,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@HINDU_M_/status/None,117,12.0,2024-11-02,11,2024
444,jeevan_S_rajput,Jeevan Rajput JS Oct शर कषण कहत ह क चतरई स मनषय क करय सदध अवशय हत हग कत रशत म चतरई क कई सथन नह हत जय शर कषण,2024-10-27 04:27:53,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@jeevan_S_rajput/status/None,107,8.0,2024-10-27,10,2024
445,banarasi__ajay,Ajay Sanatani Banaras h Replying to You have described the beauty of Lord Shri Krishna which is the unique beauty that takes everyone towards him spontaneously such a lord is my frequent salute Long live Shri Krishna,2024-11-02 04:03:00,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@banarasi__ajay/status/None,216,8.0,2024-11-02,11,2024
446,24karattgold1,Rj_riya Oct Replying to Ome Sri Krishna Ome to Vasudeva Obeisance to the Lord of the Yogis Obeisance to the omniscient You are the creator of creation You are the protector of the world Please Sri Krishna may you infuse love and peace in our lives Jai Shri Krishna,2024-10-30 12:35:16,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@24karattgold1/status/None,264,0.0,2024-10-30,10,2024
447,HiNdU05019434,Nationalist Sanatani Hindu Oct In shelter of Lord Krishna The mind is fickle speed is strong who remedy the mind Whoever takes this mind to see Hari Jai Shri Radhe Krishna ,2024-10-28 11:08:18,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@HiNdU05019434/status/None,172,4.0,2024-10-28,10,2024
448,Rkm8284,Rajesh Verma Oct  Shri Krishna ji had vowed that he would not fight He was against to fight completely Many times he went as a peace messenger Then what happened that even after Arjuns refusal Shri Krishna himself should be in favor of warWentRead Gyan Ganga for complete information,2024-10-27 00:50:52,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Rkm8284/status/None,283,0.0,2024-10-27,10,2024
449,kcjpr,Kajod Chaudhary Oct Replying to Meet Lord Krishna an incarnation of love and compassion who fills our lives with positivity and peace,2024-10-27 12:44:03,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@kcjpr/status/None,133,5.0,2024-10-27,10,2024
450,_SanatanDharma,Sanatan Dharma Sep Sanvare Krishna Murari ji Do not snatch Myself from me Except your devotion Do I have God Sneh Vandan Jai Govinda Jai Shri Krishna K,2024-09-13 23:29:37,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@_SanatanDharma/status/None,151,4.0,2024-09-13,9,2024
451,Santoolalrohit1,Advsantosh santoollrohit Aug Jai Kanhaiya Lal Ki Heartfelt greetings to all the countrymen of Lord Shri  the conductor of the establishment of religion ,2024-08-26 02:27:43,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Santoolalrohit1/status/None,152,4.0,2024-08-26,8,2024
452,VivekPandeyRhms,Office of Vivek Pandey Sep  are everyones  Sri Krishna_janmashtamis   much   Krishna #   ,2023-09-06 04:13:08,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@VivekPandeyRhms/status/None,89,12.0,2023-09-06,9,2023
453,ChaudhryCity,Girdesh chaudhry Apr   #  of heart may be # I remain alone in #  such  definitely supports people Show more,2024-04-28 00:32:46,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@ChaudhryCity/status/None,107,11.0,2024-04-28,4,2024
454,DAYARAMVERMADe1,Daya Ram Jyoti Verma Nov   कहत ह त मन क सफ रख कर वह हसब कमई क नहकरम क हग ,2023-11-19 08:00:41,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@DAYARAMVERMADe1/status/None,73,0.0,2023-11-19,11,2023
455,Sanjeev51349554,Sanjeevani sanjeev koul Aug    Many congratulations and good wishes to all of you      should always motivate us to walk on  justice  and   this is my prayer   Sanjeevani,2024-08-26 04:49:46,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Sanjeev51349554/status/None,170,12.0,2024-08-26,8,2024
456,HirenMota1,Hiren Mota Aug वसदवसत दव कसचणरमरदनम दवकपरमननद कषण वनद जगदगरम नद क घर आनद भय जय कनहय लल क  शर  क हरदक बधई शर कषण     Show more,2024-08-26 03:09:39,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@HirenMota1/status/None,125,23.0,2024-08-26,8,2024
457,Santosh77090819,𓊈𒆜सतष चहन𒆜𓊉 Jan भगवन  और  भ  और  थ और उनक  दन वल तभ थ म य नह कह रह ह क वल  ह म त यह कह रह ह क उनक गल दन वल  और  ह    क म समरथन करत ह,2023-01-23 07:49:01,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Santosh77090819/status/None,132,2.0,2023-01-23,1,2023
458,HetramMishra,Pandit Hetram Vidua Modi Ka Parivar ll Oct Replying to Lord Shri Krishna is absolutely right if something has to be taken then take a ritual not proud of pride and if you want to get something then Lord Krishna himself gets his hand on his head Long live Shri Krishna,2024-10-29 15:40:25,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@HetramMishra/status/None,267,4.0,2024-10-29,10,2024
459,RajendraA4,शरकषण क जवन हम सखत ह क सचच परम नसवरथ हत ह जसम कवल दन हत ह लन नह,2024-10-28 01:57:12,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@RajendraA4/status/None,63,0.0,2024-10-28,10,2024
460,archer_amol,𝙈𝙤𝙙𝙞 𝙨 𝙁𝙖𝙢𝙞𝙡𝙮 𝙁𝙖𝙢𝙞𝙡𝙮 Oct Important lessons to learn from the life of Lord Shri Krishna the promise of protecting religion and the way of gentlenessTheir intelligence and courage inspire to deal with every problem in creation  Krishna,2024-10-30 14:08:41,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@archer_amol/status/None,233,8.0,2024-10-30,10,2024
461,Shri94255,Krishna always Sahayate Oct Krishna is true Krishna is infinite Krishna is eternal Krishna is Bhagwant Krishna is adorable Krishna is the power Krishna is only devotion  live Shri Krishna,2024-10-29 17:39:23,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Shri94255/status/None,187,4.0,2024-10-29,10,2024
462,Sharmakrishna6,शरकषण शरमजय आञजनय Oct चञचल ह मन कषण परमथ बलवददढम तसयह नगरह मनय वयरव सदषकरम शरमदभगवदगत ह शरकषण यह मन बड चचल परमथन सवभववलबड दढ और बलवन हइसलय उसक वश म करन म वय क रकन क भत अतयत दषकर मनत हअरजन जयशरकषण,2024-10-28 00:26:03,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Sharmakrishna6/status/None,195,3.0,2024-10-28,10,2024
463,santosh_sangeet,Santosh Sangeet Aug  Janmashtami to all your dear colleagues from my side  Shub May all of you beloved   Sri_Krishna should always remain Long live Shri Krishna Good morning,2024-08-26 04:56:17,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@santosh_sangeet/status/None,173,7.0,2024-08-26,8,2024
464,pujari_shri,Shri Kishan Pujari Nov  and  God  of love   Complete Be welfare for the world     Krishna We all natural and moral Provide the ability to live life  live Shri Krishna   Show more Swami avdheshanand and others,2023-11-14 04:00:56,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@pujari_shri/status/None,208,15.0,2023-11-14,11,2023
465,RAMKHILARIYADAV,Ram khilari yadav Modi family May Dear younger brother  Hindus_wahini_Gujarat state president heartfelt greetings and bright future of the birthday  Shri  grace should be always on you,2023-05-30 05:46:40,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@RAMKHILARIYADAV/status/None,184,1.0,2023-05-30,5,2023
466,vipinbjpuporai,Vipin maheshwari Nov  greetings and best wishes to all of you on the auspicious occasion of Govardhan Puja   Always rain in the life of all of you # ,2023-11-14 01:49:13,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@vipinbjpuporai/status/None,149,14.0,2023-11-14,11,2023
467,bablugurjar85,Bablu Gurjar Sep Those who follow the path of truth There is definitely trouble in his life But  his Never let the boat drown  Shree__ Ram  live Shri Krishna ,2024-09-16 15:52:29,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@bablugurjar85/status/None,158,17.0,2024-09-16,9,2024
468,Chinmay69143437,Chinmay Sharma Sep सबक शर कषण जनमतसव क नयत दय ज रह हOnline Youtube channel पर सतबर क शम बज स मधयरतर बज तक   क दवय लल और उनक रहसयमधर सगतनतय क सथ   ,2023-09-04 17:51:57,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Chinmay69143437/status/None,146,0.0,2023-09-04,9,2023
469,Digangana9,Digangana Oct Replying to Hari Bol The perfect god is Sri Krishna the full goddess Sri Radhika The first Krishna is always the infinite Sri Radhika Sri Krishna is perfect Sri Radhe The beginning is Sri Krishna Anant is Sri Radhe Hare Krishna,2024-10-28 15:51:10,#भगवान श्री कृष्ण,Twitter Web,False,https://twitter.com/@Digangana9/status/None,241,4.0,2024-10-28,10,2024
470,Abhayuplive,Abhay tripathi m Purification of the temple after Jalabhishek in the temple of SP candidate Nasim Solanki Devotees coming to the temple and people of the committee purified from Ganga water,2024-11-02 07:54:10,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@Abhayuplive/status/None,189,4.0,2024-11-02,11,2024
471,tv24up,tvup# h The video of SP candidate Nasim Solanki worshiping viral now Nasim Solanki nor Ram remained in Ram because the BJP is calling it an electoral move then Maulana Kalma is talking about reading Tauba is it a sin to be secular,2024-11-02 06:41:38,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@tv24up/status/None,230,5.0,2024-11-02,11,2024
472,UPNBT,NBT Uttar Pradesh h SPs Nasim Solanki who landed in the assembly by election from Sisamau in Kanpur worshiped in the Shiva templeMaulana released a fatwaBJPs attack Last reached the house of those who set fire ,2024-11-02 06:56:04,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@UPNBT/status/None,210,1.0,2024-11-02,11,2024
473,MrIndiA_786,Abdul Qadir m Replying to  The temple was cleaned with Ganga water today after worshiping Samajwadi Party candidate  at Vankhandeshwar TempleMembers and devotees of the temple committee performed the process of purificationAnd be secular it will be happy when you accept their religionPolitics Show more,2024-11-02 08:12:34,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@MrIndiA_786/status/None,303,15.0,2024-11-02,11,2024
474,KhanK84228933,Mukeem khan Oct Kanpur Shisha Mau assembly constituency by public relations for Nasim Solanki ji,2024-10-30 11:13:42,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@KhanK84228933/status/None,96,17.0,2024-10-30,10,2024
475,AmritVichar,Amrit vichar m Samajwadi Party candidate Nasim Solanki from Sisamau seat in Kanpur performed Jalabhishek at Vankhandeshwar temple Maulanas expressed their displeasure over this Maulana Mufti Shahabuddin Rajvi of Bareilly released fatwa against Nasim Solanki Nasim Solanki   ,2024-11-02 07:55:11,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@AmritVichar/status/None,274,15.0,2024-11-02,11,2024
476,DrVermaAshutosh,Dr Ashutosh Verma Patel h ससमऊ स सप परतयश नसम सलक न मदर म जलभषक कय उसक बद मदर क शदधकरण कय गय ज दश सहरद आपस भईचर मनवयत क मसल क कहनय स भर पड ह वह इस नफरत सच क कन बढ रह ह,2024-11-02 07:22:21,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@DrVermaAshutosh/status/None,167,7.0,2024-11-02,11,2024
477,surya_samajwadi,Surya Samajwadi h Yesterday SP leader Nasim Solanki worshiped in a temple in Kanpur today BJP is dusting the pakhandi temple supported by Ganges water These are the same people who do not allow Dalits to climb a mare Dalits did not allow backward to enter the temple Form Uttarpradeshorg news K,2024-11-02 07:02:29,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@surya_samajwadi/status/None,294,6.0,2024-11-02,11,2024
478,IANSKhabar,IANS Hindi m UP SP candidate Nasim Solanki from Sisamau assembly constituency performed Jalabhishek on Shivling in a famous temple in Kanpur on the occasion of DiwaliAfter this devotees and members of the committee purified the temple with Ganga water,2024-11-02 07:57:10,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@IANSKhabar/status/None,251,6.0,2024-11-02,11,2024
479,bstvlive,भरत समचर Bharat Samachar Nov कनपर सप परतयश नसम सलक न मदर म क पज अरचन नसम सलक न वनखडशवर मदर म क पज अरचन दपवल पर मदर म शवलग क पस जलए दपक मदर म जलभषक क बद शवलग छकर क पररथन परव वधयक इरफन सलक क पतन ह नसम सलक Show more K,2024-11-01 02:44:06,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@bstvlive/status/None,214,8.0,2024-11-01,11,2024
480,GK010200,Gaurav Nov Development of any country is possible only when the discrimination of caste religion will end it will be a matter of equality In the by election SP candidate Nasim is worshiping in Solanki temple The country can be developed only by the way of socialism Form India News Bharat Samachar K,2024-11-01 04:30:21,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@GK010200/status/None,299,11.0,2024-11-01,11,2024
481,News18India,News India h Videos of Nasim Solanki worshiping in the temple continues a fatwa against viral SP candidate K,2024-11-02 03:17:09,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@News18India/status/None,108,7.0,2024-11-02,11,2024
482,bstvlive,India News Bharat Samachar Oct Kanpur SP candidate arrived for crying nomination SP candidate in Sisamau by election is Naseem Solanki Naseem Solanki is the wife of former MLA Irfan Solanki Mother Khurshida Bano daughter SP candidate reached son Family members were seen crying before nomination  k,2024-10-23 10:37:46,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@bstvlive/status/None,298,7.0,2024-10-23,10,2024
483,ajeethshobhana,Ajeet Sachan m Nasim Solanki is a Muslim from Ahir Sun village a Dalit is a Dalit You connect Hindus that you break Quote Surya Samajwadi h Yesterday SP leader Nasim Solanki worshiped in a temple in Kanpur today BJP is dusting the pakhandi temple supported by Ganges water These are the same people who do not allow Dalits to climb a mare Dalits did not allow backward to enter the temple,2024-11-02 07:39:16,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@ajeethshobhana/status/None,388,7.0,2024-11-02,11,2024
484,HNN24X7,Hnnx h Kanpur news  Sisamau seat SP candidate  Solankis reverence became the subject of discussion Nasim Solanki worshiped in Vankhandeshwar temple and offering a lamp near  and offering prayers  ,2024-11-01 09:20:05,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@HNN24X7/status/None,196,7.0,2024-11-01,11,2024
485,Aaditya_Again2,Aaditya Oct  क नगलई म सनसनखज हतय क ममल सल क  क हतय उसक परम  उरफ सज न अपन सथय क सथ मलकर कर द घरवल क य त पत थ क उसक कई दसत ह सन महन स  थ और शद क जद कर रह थ दसर तरफ सलम इस बचच क Show more,2024-10-27 02:29:47,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@Aaditya_Again2/status/None,184,2.0,2024-10-27,10,2024
486,TNNavbharat,Times Now Navbharat h  Nasim Solanki worshiped yesterday in the Vankhandeshwar temple of Kanpur purification happening there today  ,2024-11-02 06:13:45,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@TNNavbharat/status/None,132,4.0,2024-11-02,11,2024
487,ameeque_Jamei,Ameeque jamei amiq jarai h Replying to The representatives of the public belong to everyone a woman Nasim Solanki belongs to everyone she respects everyones faith she said thisIn the atmosphere of hate a woman had given the message of love why the temple of a woman was purified by my departureIf a woman should be a backward woman why purification,2024-11-02 06:45:25,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@ameeque_Jamei/status/None,348,3.0,2024-11-02,11,2024
488,faheema82470072,Faheem ahmad h To become secular in politics Muslim leaders are getting ready to do even Shirk and even after that they are not liking them Nasim Solanki went to the temple and washed the temple there with Ganga water but they are not ashamed,2024-11-02 07:31:33,#नसीम सोलंकी,Twitter Web,False,https://twitter.com/@faheema82470072/status/None,242,10.0,2024-11-02,11,2024
